ticket_id,created_at,closed_at,category,subcategory,channel,priority,status,team,agent,region,customer_type,customer_age,attempts,has_attachment,sentiment,resolution_minutes,sla_minutes,sla_breached,satisfaction_score,text_length,cost_eur
T-0457,2026-07-04 13:28:00,2026-07-04 15:09:00,Termin,Ort,Web,low,closed,Service Desk,Ina,West,Privat,,1,True,negativ,101,720,False,4,458,30.74
T-0458,2026-03-11 09:33:00,2026-03-11 11:50:00,Antrag,Status,Telefon,medium,closed,Fachteam B,Deniz,Ost,Partner,27,4,True,positiv,137,480,False,4,682,58.26
T-0459,2026-01-27 09:23:00,2026-01-27 11:30:00,Technik,Verbindung,Telefon,low,closed,Backend,Greta,Süd,Privat,,1,True,neutral,127,720,False,5,589,53.8
T-0460,2026-07-22 15:02:00,2026-07-22 19:13:00,Technik,Fehlermeldung,Web,low,closed,Backend,Jonas,Nord,Privat,82,3,False,neutral,251,720,False,5,157,148.16
T-0461,2026-07-23 14:30:00,2026-07-23 16:59:00,Antrag,Neuantrag,App,medium,closed,Fachteam A,Ina,Süd,Privat,29,1,True,neutral,149,480,False,3,722,57.55
T-0462,2026-04-03 17:54:00,2026-04-03 21:27:00,Antrag,Unterlagen,E-Mail,critical,closed,Fachteam B,Hassan,Süd,Privat,27,2,False,neutral,213,120,True,3,124,148.62
T-0463,2026-02-13 12:10:00,2026-02-13 13:56:00,Termin,Verschiebung,Web,medium,closed,Service Desk,Hassan,Nord,Privat,78,2,True,neutral,106,480,False,5,168,50.54
T-0464,2026-02-03 15:23:00,2026-02-03 15:57:00,Allgemein,Information,Telefon,low,closed,Service Desk,Greta,Mitte,Partner,23,2,True,neutral,34,720,False,4,275,20.28
T-0465,2026-01-19 11:24:00,2026-01-19 21:05:00,Antrag,Neuantrag,Web,low,closed,Fachteam B,Carla,Mitte,Privat,31,1,False,neutral,581,720,False,,431,344.37
T-0466,2026-07-09 15:07:00,2026-07-09 16:20:00,Termin,Verschiebung,Web,medium,closed,Fachteam A,Jonas,Ost,Privat,22,2,False,neutral,73,480,False,5,395,23.72
T-0467,2026-02-15 09:09:00,2026-02-15 11:07:00,Termin,Ort,Web,low,closed,Service Desk,Greta,West,Privat,51,2,False,negativ,118,720,False,2,463,77.64
T-0468,2026-07-20 10:44:00,2026-07-20 12:20:00,Technik,Upload,Web,low,closed,Service Desk,Hassan,Ost,Privat,43,4,False,neutral,96,720,False,,656,54.45
T-0469,2026-06-22 14:16:00,2026-06-22 16:05:00,Zugang,Konto gesperrt,App,low,closed,Identity,Hassan,West,Privat,30,2,False,positiv,109,720,False,,217,65.21
T-0470,2026-04-05 13:01:00,,Abrechnung,Zahlung,Web,medium,open,Finance,Deniz,Mitte,Partner,70,3,True,neutral,126,480,False,,385,58.48
T-0471,2026-02-15 16:38:00,2026-02-15 18:07:00,Termin,Ort,Telefon,medium,closed,Service Desk,Carla,Ost,Privat,30,3,False,neutral,89,480,False,5,690,30.4
T-0472,2026-01-09 12:54:00,2026-01-09 14:26:00,Zugang,Benutzername,Telefon,low,closed,Identity,Hassan,Mitte,Privat,33,2,False,positiv,92,720,False,5,685,44.67
T-0473,2026-06-18 12:19:00,2026-06-18 21:47:00,Antrag,Status,Web,low,closed,Fachteam A,Ina,West,Privat,19,1,True,negativ,568,720,False,,556,350.0
T-0474,2026-02-19 17:41:00,,Termin,Absage,App,medium,in_progress,Fachteam A,Deniz,Mitte,Partner,40,2,False,negativ,68,480,False,,350,31.36
T-0475,2026-07-20 14:53:00,,Abrechnung,Bankdaten,Telefon,low,open,Finance,Ina,Nord,Privat,21,1,True,neutral,183,720,False,,668,86.92
T-0476,2026-07-07 10:29:00,2026-07-07 11:32:00,Termin,Verschiebung,Telefon,low,closed,Service Desk,Jonas,Ost,Privat,49,1,False,positiv,63,720,False,5,291,28.43
T-0477,2026-08-26 17:07:00,,Antrag,Nachreichung,Web,low,in_progress,Fachteam A,Jonas,Nord,Privat,44,2,True,neutral,530,720,False,,527,241.85
T-0478,2026-03-22 15:51:00,,Termin,Ort,App,low,in_progress,Service Desk,Deniz,Ost,Privat,33,3,False,neutral,105,720,False,,380,72.49
T-0479,2026-01-06 16:32:00,2026-01-06 19:29:00,Abrechnung,Rechnung,Telefon,low,closed,Finance,Deniz,Mitte,Privat,28,1,False,positiv,177,720,False,5,518,72.05
T-0480,2026-04-13 11:16:00,,Technik,Fehlermeldung,E-Mail,medium,in_progress,Service Desk,Hassan,Ost,Privat,57,4,True,neutral,224,480,False,,235,82.04
T-0481,2026-04-09 14:12:00,2026-04-09 14:43:00,Allgemein,Information,E-Mail,medium,closed,Service Desk,Farid,Mitte,Privat,,1,True,positiv,31,480,False,4,685,12.94
T-0482,2026-01-19 11:42:00,2026-01-19 12:20:00,Allgemein,Zuständigkeit,Web,medium,closed,Service Desk,Greta,Süd,Privat,45,2,True,neutral,38,480,False,5,600,25.06
T-0483,2026-08-15 09:36:00,2026-08-15 11:31:00,Zugang,Konto gesperrt,E-Mail,medium,closed,Identity,Ina,West,Privat,81,1,False,neutral,115,480,False,5,152,53.88
T-0484,2026-08-08 17:00:00,,Abrechnung,Gutschrift,Web,medium,open,Finance,Eva,Nord,Privat,23,1,True,negativ,174,480,False,,41,75.68
T-0485,2026-04-13 09:35:00,2026-04-13 10:48:00,Zugang,Passwort,E-Mail,high,closed,Service Desk,Eva,West,Organisation,33,1,False,negativ,73,240,False,5,254,24.9
T-0486,2026-07-05 13:52:00,,Zugang,Passwort,App,low,in_progress,Service Desk,Deniz,Süd,Privat,32,1,False,positiv,190,720,False,,336,60.65
T-0487,2026-05-30 15:07:00,2026-05-30 17:20:00,Zugang,Konto gesperrt,Telefon,medium,closed,Service Desk,Eva,Süd,Partner,75,3,False,negativ,133,480,False,4,514,52.7
T-0488,2026-07-02 09:22:00,2026-07-02 11:23:00,Antrag,Nachreichung,Telefon,medium,closed,Fachteam A,Ben,West,Organisation,,1,False,positiv,121,480,False,2,246,36.94
T-0489,2026-03-22 12:45:00,2026-03-22 15:12:00,Abrechnung,Bankdaten,Web,low,closed,Finance,Jonas,Mitte,Privat,75,2,False,positiv,147,720,False,4,217,89.97
T-0490,2026-07-10 09:15:00,2026-07-10 11:42:00,Zugang,Benutzername,Web,low,closed,Identity,Carla,Ost,Organisation,33,2,False,neutral,147,720,False,2,179,69.47
T-0491,2026-04-08 14:12:00,2026-04-08 16:54:00,Technik,Verbindung,Web,medium,closed,Service Desk,Farid,Nord,Privat,24,4,False,neutral,162,480,False,5,79,62.83
T-0492,2026-04-14 14:25:00,,Allgemein,Zuständigkeit,E-Mail,low,in_progress,Service Desk,Deniz,Mitte,Privat,62,3,False,positiv,76,720,False,,747,42.16
T-0493,2026-06-24 09:10:00,2026-06-24 18:23:00,Antrag,Neuantrag,E-Mail,low,closed,Fachteam B,Eva,Süd,Privat,40,4,True,neutral,553,720,False,5,34,203.66
T-0494,2026-01-05 17:43:00,2026-01-06 03:41:00,Antrag,Status,E-Mail,medium,closed,Fachteam A,Hassan,Nord,Privat,56,2,True,neutral,598,480,True,2,384,296.77
T-0495,2026-03-27 16:49:00,,Allgemein,Zuständigkeit,Web,medium,open,Service Desk,Aylin,West,Privat,20,1,False,positiv,28,480,False,,445,10.06
T-0496,2026-02-19 14:40:00,2026-02-19 15:34:00,Allgemein,Kontakt,Web,medium,closed,Service Desk,Farid,Süd,Organisation,40,2,False,negativ,54,480,False,4,425,35.38
T-0497,2026-04-27 17:50:00,,Antrag,Nachreichung,Web,low,waiting,Fachteam B,Jonas,Nord,Privat,37,1,False,neutral,477,720,False,,321,242.92
T-0498,2026-03-14 17:07:00,2026-03-15 02:18:00,Antrag,Unterlagen,Web,low,closed,Fachteam B,Aylin,Ost,Privat,62,2,False,positiv,551,720,False,5,599,275.94
T-0499,2026-03-16 11:02:00,,Zugang,Passwort,Web,medium,open,Identity,Greta,Mitte,Partner,30,2,False,neutral,60,480,False,,334,39.43
T-0500,2026-02-21 12:08:00,2026-02-21 16:55:00,Antrag,Unterlagen,Telefon,medium,closed,Fachteam B,Jonas,Süd,Privat,41,2,True,negativ,287,480,False,5,166,136.26
T-0026,2026-04-11 17:36:00,2026-04-11 20:22:00,Technik,Verbindung,Telefon,medium,closed,Platform,Jonas,Mitte,Privat,59,2,False,positiv,166,480,False,4,413,100.35
T-0027,2026-03-31 11:41:00,2026-03-31 17:49:00,Technik,Verbindung,Web,low,closed,Platform,Ina,Nord,Partner,37,4,True,positiv,368,720,False,4,248,127.24
T-0028,2026-01-07 12:36:00,2026-01-07 14:01:00,Abrechnung,Gutschrift,Web,medium,closed,Finance,Carla,West,Privat,49,1,False,positiv,85,480,False,,725,51.76
T-0029,2026-04-05 09:32:00,2026-04-05 13:49:00,Antrag,Neuantrag,E-Mail,high,closed,Fachteam A,Farid,Mitte,Privat,76,2,False,neutral,257,240,True,2,691,152.53
T-0030,2026-08-01 09:17:00,2026-08-01 12:51:00,Technik,Verbindung,Telefon,medium,closed,Backend,Eva,West,Organisation,,2,False,neutral,214,480,False,3,289,82.36
